ref_date,year,quarter,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,nominal_gdp_100m_cny,real_gdp_100m_cny,consumption_100m_cny,investment_100m_cny,government_spending_100m_cny,exports_100m_cny,imports_100m_cny,net_export_100m_cny,gdp_yoy_pct,consumption_contrib_pct,investment_contrib_pct,net_export_contrib_pct,seasonal_adj,source_org,release_date,data_status
2016-01-01,2016,1,province,CN-JX,江西,CN-R-EC,华东,3960.41,3890.39,2169.57,1541.05,639.49,755.99,1145.69,-389.7,4.096,51.306,36.533,12.161,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-SD,山东,CN-R-EC,华东,14380.83,14126.54,7949.78,5988.47,2094.42,2817.82,4469.66,-1651.84,4.336,57.627,31.725,10.648,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-HA,河南,CN-R-CC,华中,7969.67,7828.75,4272.01,3097.59,1251.78,1626.62,2278.33,-651.71,3.788,61.936,33.273,4.791,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-HB,湖北,CN-R-CC,华中,7315.48,7186.14,3947.72,2992.49,1118.87,1607.34,2350.94,-743.6,4.502,54.639,32.319,13.042,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-HN,湖南,CN-R-CC,华中,6584.1,6467.68,3480.22,2613.1,1006.19,1273.46,1788.87,-515.41,4.522,55.474,35.026,9.5,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-GD,广东,CN-R-SC,华南,17537.75,17227.65,9282.05,7505.6,2693.72,3634.87,5578.49,-1943.62,3.89,64.639,31.231,4.13,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,3531.1,3468.67,1893.26,1388.29,494.17,701.52,946.14,-244.62,3.907,49.478,28.923,21.599,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,1046.82,1028.31,547.55,428.12,167.15,224.96,320.96,-96.0,4.342,52.204,31.107,16.689,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,3780.17,3713.34,2081.95,1552.06,576.02,745.98,1175.84,-429.86,3.927,60.928,33.797,5.275,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,8078.34,7935.49,4257.45,3279.69,1254.6,1345.08,2058.48,-713.4,3.853,49.886,27.023,23.091,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,3044.19,2990.37,1658.6,1320.03,459.85,500.13,894.42,-394.29,4.601,53.055,23.01,23.935,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,3297.34,3239.04,1734.04,1371.17,546.12,584.11,938.1,-353.99,3.823,52.981,29.122,17.897,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,369.48,362.95,199.6,152.97,63.26,68.59,114.94,-46.35,4.142,53.958,28.41,17.632,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,4652.44,4570.16,2576.93,1991.32,762.04,858.1,1535.95,-677.85,3.919,62.792,33.144,4.064,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,1463.62,1437.75,810.39,607.18,224.72,248.67,427.34,-178.67,3.791,57.139,35.798,7.063,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,636.8,625.54,330.57,269.17,100.32,105.78,169.04,-63.26,4.998,55.453,24.642,19.905,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,884.99,869.34,480.75,381.31,141.39,149.84,268.3,-118.46,3.822,56.749,29.898,13.353,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,2162.32,2124.1,1147.56,876.47,346.2,338.22,546.13,-207.91,3.85,60.635,34.86,4.505,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-GZ-GZ,广州,CN-GD,广东,3065.84,3011.63,1627.02,1316.48,484.13,641.1,1002.89,-361.79,4.445,54.185,24.388,21.427,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-GD-SZ,深圳,CN-GD,广东,3654.65,3590.03,1904.5,1477.49,565.35,669.48,962.17,-292.69,3.721,65.688,30.055,4.257,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,2377.89,2335.84,1271.54,1018.03,358.41,428.08,698.17,-270.09,5.072,54.246,26.692,19.062,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-JS-NJ,南京,CN-JS,江苏,2419.94,2377.15,1330.61,1003.26,337.2,457.37,708.5,-251.13,5.16,61.672,28.566,9.762,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-HB-WH,武汉,CN-HB,湖北,1716.48,1686.13,922.83,740.61,265.73,345.66,558.35,-212.69,4.31,60.361,38.253,1.386,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-SC-CD,成都,CN-SC,四川,1975.12,1940.2,1013.98,839.89,303.06,359.12,540.93,-181.81,4.498,52.839,24.263,22.898,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-SN-XA,西安,CN-SN,陕西,1041.91,1023.48,549.58,425.52,152.73,186.36,272.28,-85.92,4.969,52.931,23.313,23.756,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-JS-SZ,苏州,CN-JS,江苏,3478.05,3416.55,1889.45,1442.78,518.94,746.35,1119.47,-373.12,4.845,63.942,32.22,3.838,SA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-SD-QD,青岛,CN-SD,山东,2282.91,2242.54,1165.04,966.95,324.96,498.27,672.31,-174.04,4.048,61.047,25.641,13.312,NSA,国家统计局,2016-02-25,final
2016-01-01,2016,1,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,1545.46,1518.13,827.19,640.39,237.31,304.04,463.47,-159.43,4.278,64.403,28.804,6.793,NSA,国家统计局,2016-02-25,final
2016-04-01,2016,2,national,CN,中国,,,179836.04,176656.23,95122.76,73331.3,26350.96,38747.17,53716.15,-14968.98,5.07,58.204,23.142,18.654,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,21298.49,20921.9,11007.67,8880.88,3362.24,4667.65,6619.95,-1952.3,4.653,54.769,34.292,10.939,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,8071.79,7929.08,4241.25,3472.95,1194.73,1605.09,2442.23,-837.14,4.475,66.01,37.153,-3.163,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-EC,华东,CN,中国,71458.27,70194.76,38104.33,28176.74,10504.81,15854.2,21181.81,-5327.61,4.693,58.448,28.681,12.871,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-CC,华中,CN,中国,23688.46,23269.61,12685.78,10172.51,3273.06,4931.73,7374.62,-2442.89,4.835,50.762,23.847,25.391,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-SC,华南,CN,中国,23840.07,23418.53,12498.49,9770.7,3409.76,4724.48,6563.36,-1838.88,4.209,59.559,29.12,11.321,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-SW,西南,CN,中国,21109.42,20736.17,11296.1,8539.47,3199.62,4768.12,6693.89,-1925.77,4.06,55.557,32.182,12.261,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NW,西北,CN,中国,10369.53,10186.18,5289.13,4318.05,1406.74,2195.9,2840.29,-644.39,4.623,66.88,30.59,2.53,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-BJ,北京,CN-R-NC,华北,6493.42,6378.61,3471.21,2709.13,1018.25,1331.75,2036.92,-705.17,4.45,49.924,32.073,18.003,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-TJ,天津,CN-R-NC,华北,2541.6,2496.67,1291.14,1034.95,419.46,572.79,776.74,-203.95,4.695,54.335,31.898,13.767,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HE,河北,CN-R-NC,华北,6193.45,6083.94,3148.05,2547.95,1028.88,1284.55,1815.98,-531.43,4.972,63.127,25.671,11.202,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-SX,山西,CN-R-NC,华北,3617.58,3553.61,1870.51,1532.7,529.94,880.55,1196.12,-315.57,3.889,62.241,29.532,8.227,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-NM,内蒙古,CN-R-NC,华北,2452.44,2409.07,1226.76,1056.15,365.72,598.0,794.19,-196.19,4.858,54.511,37.785,7.704,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-LN,辽宁,CN-R-NE,东北,4153.61,4080.18,2188.08,1839.53,612.61,847.16,1333.77,-486.61,3.74,49.961,36.676,13.363,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-JL,吉林,CN-R-NE,东北,1601.75,1573.43,821.08,669.48,245.26,341.29,475.36,-134.07,4.389,53.033,31.587,15.38,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HL,黑龙江,CN-R-NE,东北,2316.43,2275.47,1232.09,963.94,336.86,416.65,633.11,-216.46,4.695,58.922,30.297,10.781,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-SH,上海,CN-R-EC,华东,6550.35,6434.53,3495.48,2631.25,959.89,1487.29,2023.56,-536.27,5.223,63.392,24.854,11.754,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-JS,江苏,CN-R-EC,华东,17722.5,17409.13,9324.95,6990.68,2475.95,4035.43,5104.51,-1069.08,4.082,65.081,36.163,-1.244,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-ZJ,浙江,CN-R-EC,华东,12420.34,12200.72,6704.88,4940.36,1990.0,2697.92,3912.82,-1214.9,5.095,64.606,38.508,-3.114,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-AH,安徽,CN-R-EC,华东,6714.12,6595.4,3472.48,2614.82,1032.31,1664.64,2070.13,-405.49,5.185,53.575,26.193,20.232,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-FJ,福建,CN-R-EC,华东,7187.02,7059.93,3919.4,2906.01,1040.06,1655.68,2334.13,-678.45,3.873,59.049,37.095,3.856,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-JX,江西,CN-R-EC,华东,4512.98,4433.19,2388.03,1834.52,665.07,1008.36,1383.0,-374.64,5.222,60.859,27.307,11.834,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-SD,山东,CN-R-EC,华东,16350.97,16061.86,8799.11,6259.09,2341.51,3304.87,4353.61,-1048.74,4.399,52.478,35.645,11.877,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HA,河南,CN-R-CC,华中,8651.52,8498.55,4722.2,3803.19,1236.15,1798.91,2908.93,-1110.02,3.785,53.164,32.892,13.944,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HB,湖北,CN-R-CC,华中,8177.95,8033.36,4402.0,3483.66,1071.29,1741.8,2520.8,-779.0,3.921,62.648,32.917,4.435,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HN,湖南,CN-R-CC,华中,6858.99,6737.71,3561.58,2885.67,965.62,1391.02,1944.9,-553.88,4.688,58.123,31.002,10.875,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-GD,广东,CN-R-SC,华南,18980.92,18645.29,9960.12,7753.23,2714.4,3701.33,5148.16,-1446.83,5.036,65.295,26.997,7.708,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-GX,广西,CN-R-SC,华南,3744.23,3678.03,1985.25,1545.86,530.91,786.48,1104.27,-317.79,5.256,49.041,37.467,13.492,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-HI,海南,CN-R-SC,华南,1114.92,1095.21,553.12,471.61,164.45,236.67,310.93,-74.26,3.833,52.145,37.108,10.747,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-CQ,重庆,CN-R-SW,西南,4140.52,4067.3,2179.47,1692.89,629.8,921.71,1283.35,-361.64,4.647,62.097,28.633,9.27,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-SC,四川,CN-R-SW,西南,9167.43,9005.34,4938.04,3741.2,1358.72,2077.55,2948.08,-870.53,3.722,62.471,32.818,4.711,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-GZ,贵州,CN-R-SW,西南,3460.15,3398.96,1850.96,1386.17,522.22,764.36,1063.56,-299.2,4.013,57.982,29.165,12.853,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-YN,云南,CN-R-SW,西南,3924.46,3855.07,2109.97,1547.9,621.81,915.19,1270.41,-355.22,5.044,52.773,27.521,19.706,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-XZ,西藏,CN-R-SW,西南,416.87,409.49,217.66,171.31,67.07,89.3,128.47,-39.17,4.101,60.923,30.239,8.838,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-SN,陕西,CN-R-NW,西北,4994.06,4905.75,2530.49,2076.18,697.05,1007.21,1316.87,-309.66,4.958,52.474,33.108,14.418,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-GS,甘肃,CN-R-NW,西北,1455.98,1430.23,720.97,611.38,188.94,305.8,371.11,-65.31,3.857,62.077,25.854,12.069,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-QH,青海,CN-R-NW,西北,694.92,682.63,365.49,293.46,91.16,138.29,193.48,-55.19,5.15,50.917,30.961,18.122,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-NX,宁夏,CN-R-NW,西北,951.07,934.26,497.81,391.2,134.39,228.18,300.51,-72.33,4.266,64.083,30.971,4.946,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,province,CN-XJ,新疆,CN-R-NW,西北,2273.51,2233.31,1174.37,945.83,295.2,516.42,658.31,-141.89,4.71,54.596,31.425,13.979,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-GZ-GZ,广州,CN-GD,广东,3294.58,3236.33,1808.67,1436.76,495.49,649.01,1095.35,-446.34,4.332,64.638,38.34,-2.978,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-GD-SZ,深圳,CN-GD,广东,4215.45,4140.92,2281.75,1783.19,652.19,944.09,1445.77,-501.68,4.997,63.64,23.734,12.626,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,2558.39,2513.16,1393.76,1077.91,404.59,454.5,772.37,-317.87,4.366,64.747,27.876,7.377,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-JS-NJ,南京,CN-JS,江苏,2634.16,2587.59,1347.87,1112.17,372.66,526.87,725.41,-198.54,3.72,55.176,31.06,13.764,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-HB-WH,武汉,CN-HB,湖北,1889.64,1856.23,1005.82,779.99,286.77,370.0,552.94,-182.94,4.451,56.641,31.919,11.44,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-SC-CD,成都,CN-SC,四川,2243.39,2203.72,1160.04,979.88,337.88,454.42,688.83,-234.41,3.752,57.288,25.88,16.832,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-SN-XA,西安,CN-SN,陕西,1149.12,1128.8,604.59,488.55,162.77,247.14,353.93,-106.79,4.368,52.305,35.706,11.989,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-JS-SZ,苏州,CN-JS,江苏,3823.62,3756.02,1973.29,1540.77,537.8,750.22,978.46,-228.24,4.601,52.797,29.422,17.781,SA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-SD-QD,青岛,CN-SD,山东,2524.55,2479.91,1362.18,1029.89,401.5,502.23,771.25,-269.02,4.357,59.649,31.562,8.789,NSA,国家统计局,2016-05-26,final
2016-04-01,2016,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,1730.72,1700.12,899.89,757.35,259.52,365.72,551.76,-186.04,4.271,59.781,34.894,5.325,NSA,国家统计局,2016-05-26,final
2016-07-01,2016,3,national,CN,中国,,,193098.27,189683.96,101729.75,79231.59,28019.12,35112.89,50995.08,-15882.19,4.42,49.254,38.445,12.301,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-NC,华北,CN,中国,23345.33,22932.54,12120.36,9486.42,3203.22,3932.33,5397.0,-1464.67,5.251,59.613,26.716,13.671,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-NE,东北,CN,中国,8872.94,8716.05,4728.78,3769.75,1321.78,1520.67,2468.04,-947.37,5.582,63.286,27.579,9.135,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-EC,华东,CN,中国,76943.79,75583.29,41335.41,31636.19,11309.65,14642.9,21980.36,-7337.46,4.415,58.274,25.37,16.356,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-CC,华中,CN,中国,25384.15,24935.31,13143.39,10155.17,3610.44,4787.42,6312.27,-1524.85,5.087,54.511,38.433,7.056,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-SC,华南,CN,中国,24451.83,24019.48,13002.3,10583.44,3482.02,3851.05,6466.98,-2615.93,4.489,54.024,35.744,10.232,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-SW,西南,CN,中国,22709.91,22308.37,11429.31,9070.22,3458.87,4322.02,5570.51,-1248.49,5.829,49.588,29.176,21.236,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,region,CN-R-NW,西北,CN,中国,11390.32,11188.92,5970.19,4530.4,1633.13,2056.5,2799.9,-743.4,5.494,60.555,28.359,11.086,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-BJ,北京,CN-R-NC,华北,6944.23,6821.45,3577.14,2709.07,979.17,1228.91,1550.06,-321.15,5.367,60.596,38.225,1.179,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-TJ,天津,CN-R-NC,华北,2789.06,2739.74,1507.32,1129.19,375.13,452.24,674.82,-222.58,5.491,64.27,28.703,7.027,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-HE,河北,CN-R-NC,华北,6936.52,6813.87,3595.79,2858.48,973.83,1139.18,1630.76,-491.58,5.178,65.329,31.524,3.147,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-SX,山西,CN-R-NC,华北,3858.36,3790.13,1990.03,1608.38,482.52,689.17,911.74,-222.57,5.76,62.878,36.398,0.724,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-NM,内蒙古,CN-R-NC,华北,2817.17,2767.35,1450.08,1181.3,392.57,422.83,629.61,-206.78,5.019,56.885,23.532,19.583,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-LN,辽宁,CN-R-NE,东北,4558.91,4478.3,2464.26,1960.52,714.62,828.72,1409.21,-580.49,5.179,62.816,32.893,4.291,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-JL,吉林,CN-R-NE,东北,1775.89,1744.5,947.7,737.24,245.79,287.54,442.38,-154.84,5.368,56.398,38.658,4.944,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-HL,黑龙江,CN-R-NE,东北,2538.14,2493.26,1316.82,1072.0,361.37,404.41,616.46,-212.05,4.544,59.956,23.78,16.264,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-SH,上海,CN-R-EC,华东,7179.99,7053.04,3655.78,3015.72,1084.76,1439.93,2016.2,-576.27,5.346,50.524,25.983,23.493,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-JS,江苏,CN-R-EC,华东,19145.81,18807.27,10195.44,7846.63,2666.63,3552.97,5115.86,-1562.89,5.341,51.55,25.564,22.886,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-ZJ,浙江,CN-R-EC,华东,13645.08,13403.82,7437.38,5373.41,2112.52,2917.4,4195.63,-1278.23,5.562,60.629,33.844,5.527,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-AH,安徽,CN-R-EC,华东,7220.25,7092.58,3951.03,3004.54,1132.87,1497.9,2366.09,-868.19,5.197,63.193,30.732,6.075,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-FJ,福建,CN-R-EC,华东,7634.3,7499.31,4150.45,3138.37,1217.87,1322.74,2195.13,-872.39,4.917,57.428,31.434,11.138,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-JX,江西,CN-R-EC,华东,4847.14,4761.44,2554.65,1958.82,680.67,893.36,1240.36,-347.0,4.897,66.691,37.482,-4.173,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-SD,山东,CN-R-EC,华东,17271.22,16965.83,9390.68,7298.69,2414.32,3018.61,4851.08,-1832.47,5.851,66.508,23.128,10.364,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-HA,河南,CN-R-CC,华中,9070.28,8909.89,4666.97,3742.89,1342.06,1691.84,2373.48,-681.64,5.032,62.152,26.167,11.681,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-HB,湖北,CN-R-CC,华中,8628.25,8475.69,4504.5,3389.73,1181.84,1617.85,2065.67,-447.82,4.569,51.625,32.128,16.247,SA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-HN,湖南,CN-R-CC,华中,7685.62,7549.73,3971.92,3022.55,1086.54,1477.74,1873.13,-395.39,4.517,52.908,27.306,19.786,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-GD,广东,CN-R-SC,华南,19385.88,19043.11,10291.9,8376.36,2756.01,3110.39,5148.78,-2038.39,5.615,55.287,36.155,8.558,NSA,国家统计局,2016-08-25,final
2016-07-01,2016,3,province,CN-GX,广西,CN-R-SC,华南,3915.27,3846.03,2108.04,1686.91,580.26,543.46,1003.4,-459.94,5.583,53.202,34.207,12.591,SA,国家统计局,2016-08-25,final
