ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,exports_musd,imports_musd,trade_balance_musd,export_yoy_pct,import_yoy_pct,top_export_category,top_import_category,top_export_partner,top_import_partner,source_org,release_date,data_status
2016-01-01,2016,1,province,CN-HL,黑龙江,CN-R-NE,东北,4430.87,3648.96,781.91,-0.888,-0.891,纺织服装,集成电路,澳大利亚,俄罗斯,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-SH,上海,CN-R-EC,华东,12775.06,9454.5,3320.56,3.551,3.386,化工产品,化工品,韩国,欧盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-JS,江苏,CN-R-EC,华东,33222.5,25708.51,7513.99,-3.337,8.068,汽车,天然气,澳大利亚,欧盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-ZJ,浙江,CN-R-EC,华东,21833.83,17398.1,4435.73,-4.127,3.315,农产品,机械设备,欧盟,俄罗斯,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-AH,安徽,CN-R-EC,华东,12099.96,9860.1,2239.86,-1.263,2.753,化工产品,天然气,中国香港,东盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-FJ,福建,CN-R-EC,华东,13026.75,9543.1,3483.65,3.328,5.289,服务贸易,铁矿砂,澳大利亚,东盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-JX,江西,CN-R-EC,华东,8970.78,7237.95,1732.83,-0.18,6.458,化工产品,原油,巴西,东盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-SD,山东,CN-R-EC,华东,31100.05,22204.86,8895.19,0.013,5.152,服务贸易,铁矿砂,巴西,中国香港,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-HA,河南,CN-R-CC,华中,15805.68,12274.26,3531.42,0.913,-2.357,汽车,服务贸易,俄罗斯,巴西,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-HB,湖北,CN-R-CC,华中,16466.21,13716.55,2749.66,4.836,7.925,汽车,服务贸易,美国,东盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-HN,湖南,CN-R-CC,华中,13816.72,11956.98,1859.74,-3.696,6.247,汽车,集成电路,欧盟,中国香港,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-GD,广东,CN-R-SC,华南,32123.92,23409.14,8714.78,4.897,7.972,机电产品,农产品,澳大利亚,日本,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,6485.67,4920.77,1564.9,-3.325,4.17,汽车,集成电路,澳大利亚,印度,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,1855.94,1423.78,432.16,5.998,5.267,农产品,机械设备,澳大利亚,欧盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,7092.71,5933.9,1158.81,-0.112,-2.035,服务贸易,化工品,欧盟,日本,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,15962.81,13005.73,2957.08,-1.921,5.73,高新技术产品,农产品,中国香港,巴西,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,5980.3,4674.35,1305.95,-0.961,4.477,高新技术产品,化工品,欧盟,巴西,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,6087.49,4646.78,1440.71,-2.36,4.036,化工产品,铁矿砂,俄罗斯,日本,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,683.15,525.82,157.33,-3.289,8.558,农产品,集成电路,澳大利亚,欧盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,8463.52,6339.8,2123.72,-3.282,4.866,汽车,铁矿砂,俄罗斯,东盟,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,2884.27,2271.26,613.01,-4.244,4.415,高新技术产品,化工品,巴西,澳大利亚,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,1249.21,1011.45,237.76,4.967,6.068,汽车,铁矿砂,印度,俄罗斯,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,1643.55,1217.31,426.24,6.16,-1.207,纺织服装,机械设备,印度,日本,海关总署,2016-02-10,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,4349.1,3259.35,1089.75,-0.851,5.351,钢材,铁矿砂,澳大利亚,欧盟,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-GZ-GZ,广州,CN-GD,广东,6078.89,4555.79,1523.1,3.555,7.778,汽车,原油,日本,澳大利亚,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-GD-SZ,深圳,CN-GD,广东,7911.52,5737.74,2173.78,0.529,6.244,纺织服装,机械设备,东盟,澳大利亚,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,4565.88,3423.35,1142.53,4.816,-0.622,农产品,服务贸易,中国香港,俄罗斯,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-JS-NJ,南京,CN-JS,江苏,4931.21,3821.32,1109.89,3.483,7.195,纺织服装,原油,美国,巴西,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-HB-WH,武汉,CN-HB,湖北,3403.43,2733.14,670.29,5.354,1.897,汽车,机械设备,巴西,中国香港,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-SC-CD,成都,CN-SC,四川,4105.88,3154.74,951.14,-3.183,1.466,纺织服装,天然气,澳大利亚,中国香港,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-SN-XA,西安,CN-SN,陕西,1996.5,1445.18,551.32,5.772,5.065,服务贸易,天然气,东盟,美国,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-JS-SZ,苏州,CN-JS,江苏,7644.0,5533.42,2110.58,4.242,3.052,钢材,机械设备,澳大利亚,澳大利亚,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-SD-QD,青岛,CN-SD,山东,4949.52,3940.57,1008.95,6.055,4.593,农产品,机械设备,欧盟,日本,海关总署,2016-02-10,final
2016-01-01,2016,1,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2961.92,2409.61,552.31,-1.004,0.055,钢材,农产品,日本,韩国,海关总署,2016-02-10,final
2016-02-01,2016,2,national,CN,中国,,,333844.4,263637.44,70206.96,3.081,4.463,纺织服装,集成电路,韩国,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NC,华北,CN,中国,39892.64,31241.83,8650.81,-0.201,-1.046,机电产品,农产品,美国,中国香港,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NE,东北,CN,中国,15837.73,12370.37,3467.36,2.037,4.425,服务贸易,原油,澳大利亚,日本,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-EC,华东,CN,中国,134080.45,100649.64,33430.81,9.957,7.14,汽车,化工品,中国香港,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-CC,华中,CN,中国,43468.88,36523.33,6945.55,3.443,2.979,化工产品,化工品,欧盟,欧盟,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SC,华南,CN,中国,41765.7,35747.09,6018.61,1.084,0.11,服务贸易,天然气,日本,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SW,西南,CN,中国,38638.29,29974.75,8663.54,0.595,3.274,汽车,服务贸易,俄罗斯,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NW,西北,CN,中国,20160.7,17130.42,3030.28,7.5,1.035,机电产品,服务贸易,中国香港,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-BJ,北京,CN-R-NC,华北,12330.7,9853.88,2476.82,1.693,8.192,机电产品,机械设备,日本,俄罗斯,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-TJ,天津,CN-R-NC,华北,4622.1,3816.8,805.3,9.493,1.601,钢材,原油,澳大利亚,澳大利亚,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HE,河北,CN-R-NC,华北,11219.81,8354.98,2864.83,8.789,0.303,汽车,铁矿砂,印度,美国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-SX,山西,CN-R-NC,华北,6810.23,5374.43,1435.8,2.767,5.85,高新技术产品,铁矿砂,东盟,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-NM,内蒙古,CN-R-NC,华北,4909.8,3841.74,1068.06,7.483,0.096,化工产品,原油,韩国,欧盟,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-LN,辽宁,CN-R-NE,东北,8183.4,6671.45,1511.95,-0.101,1.965,农产品,天然气,俄罗斯,美国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-JL,吉林,CN-R-NE,东北,3051.43,2412.49,638.94,1.346,3.823,高新技术产品,机械设备,印度,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HL,黑龙江,CN-R-NE,东北,4602.9,3286.43,1316.47,7.294,0.26,汽车,农产品,东盟,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-SH,上海,CN-R-EC,华东,11955.24,9086.49,2868.75,0.03,7.304,高新技术产品,原油,印度,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-JS,江苏,CN-R-EC,华东,35376.93,28253.24,7123.69,9.309,3.875,汽车,天然气,澳大利亚,美国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-ZJ,浙江,CN-R-EC,华东,21739.61,15394.06,6345.55,6.173,3.01,农产品,化工品,美国,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-AH,安徽,CN-R-EC,华东,12868.82,9276.39,3592.43,4.228,8.071,纺织服装,机械设备,欧盟,澳大利亚,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-FJ,福建,CN-R-EC,华东,13026.1,9210.22,3815.88,6.739,3.349,高新技术产品,化工品,俄罗斯,日本,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-JX,江西,CN-R-EC,华东,8772.16,6918.52,1853.64,1.466,8.275,机电产品,农产品,欧盟,日本,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-SD,山东,CN-R-EC,华东,30341.59,22510.72,7830.87,9.011,1.735,化工产品,集成电路,巴西,俄罗斯,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HA,河南,CN-R-CC,华中,15246.68,13225.19,2021.49,0.423,5.858,汽车,铁矿砂,韩国,澳大利亚,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HB,湖北,CN-R-CC,华中,15492.63,12683.7,2808.93,3.067,2.654,服务贸易,铁矿砂,韩国,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HN,湖南,CN-R-CC,华中,12729.57,10614.44,2115.13,9.344,-1.336,钢材,农产品,韩国,美国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-GD,广东,CN-R-SC,华南,33599.27,28794.12,4805.15,4.893,1.031,服务贸易,农产品,澳大利亚,日本,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-GX,广西,CN-R-SC,华南,6173.13,5141.61,1031.52,2.759,7.262,高新技术产品,农产品,印度,中国香港,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-HI,海南,CN-R-SC,华南,1993.29,1811.36,181.93,7.972,2.952,纺织服装,集成电路,东盟,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-CQ,重庆,CN-R-SW,西南,7733.44,6333.16,1400.28,8.254,5.239,机电产品,农产品,印度,美国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-SC,四川,CN-R-SW,西南,16858.11,12768.5,4089.61,5.744,5.845,服务贸易,原油,韩国,日本,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-GZ,贵州,CN-R-SW,西南,6463.25,5174.72,1288.53,7.233,1.821,纺织服装,化工品,日本,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-YN,云南,CN-R-SW,西南,6824.8,5095.89,1728.91,1.434,2.994,纺织服装,机械设备,巴西,中国香港,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-XZ,西藏,CN-R-SW,西南,758.68,602.48,156.2,6.089,8.411,机电产品,原油,巴西,巴西,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-SN,陕西,CN-R-NW,西北,9750.43,8363.76,1386.67,8.009,-1.07,农产品,天然气,东盟,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-GS,甘肃,CN-R-NW,西北,2875.06,2405.34,469.72,-0.111,0.401,服务贸易,服务贸易,韩国,印度,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-QH,青海,CN-R-NW,西北,1328.38,1177.67,150.71,9.67,5.954,纺织服装,化工品,日本,中国香港,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-NX,宁夏,CN-R-NW,西北,1683.5,1453.57,229.93,-0.046,2.498,服务贸易,机械设备,巴西,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,province,CN-XJ,新疆,CN-R-NW,西北,4523.33,3730.08,793.25,9.409,4.305,纺织服装,集成电路,美国,欧盟,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-GZ-GZ,广州,CN-GD,广东,6228.26,5068.9,1159.36,4.817,8.542,纺织服装,机械设备,东盟,东盟,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-GD-SZ,深圳,CN-GD,广东,7277.88,5972.48,1305.4,1.753,7.885,纺织服装,铁矿砂,日本,澳大利亚,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,5028.47,3943.75,1084.72,3.676,0.652,汽车,农产品,美国,欧盟,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-JS-NJ,南京,CN-JS,江苏,5176.98,4029.32,1147.66,9.766,0.016,化工产品,铁矿砂,美国,澳大利亚,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-HB-WH,武汉,CN-HB,湖北,3520.35,2689.43,830.92,1.062,-1.749,化工产品,服务贸易,巴西,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-SC-CD,成都,CN-SC,四川,4323.76,3404.85,918.91,0.823,3.624,纺织服装,集成电路,俄罗斯,韩国,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-SN-XA,西安,CN-SN,陕西,2159.74,1761.67,398.07,5.828,2.058,农产品,服务贸易,澳大利亚,欧盟,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-JS-SZ,苏州,CN-JS,江苏,7036.68,5468.99,1567.69,4.954,-0.55,高新技术产品,集成电路,中国香港,俄罗斯,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-SD-QD,青岛,CN-SD,山东,4896.67,3757.26,1139.41,8.504,8.328,高新技术产品,天然气,美国,印度,海关总署,2016-03-12,final
2016-02-01,2016,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,3180.19,2464.87,715.32,6.693,6.801,汽车,服务贸易,巴西,中国香港,海关总署,2016-03-12,final
2016-03-01,2016,3,national,CN,中国,,,315793.36,262084.78,53708.58,8.362,-0.539,服务贸易,原油,东盟,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NC,华北,CN,中国,38774.52,33967.98,4806.54,4.111,4.667,纺织服装,天然气,美国,澳大利亚,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NE,东北,CN,中国,14908.49,11813.13,3095.36,2.432,3.061,高新技术产品,铁矿砂,澳大利亚,巴西,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-EC,华东,CN,中国,119334.44,97904.58,21429.86,3.285,3.749,高新技术产品,服务贸易,日本,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-CC,华中,CN,中国,44216.02,37469.66,6746.36,6.971,3.248,化工产品,天然气,欧盟,中国香港,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SC,华南,CN,中国,40333.47,32135.21,8198.26,10.692,-0.434,汽车,铁矿砂,印度,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SW,西南,CN,中国,39080.66,31809.48,7271.18,11.187,3.51,农产品,服务贸易,日本,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NW,西北,CN,中国,19145.76,16984.74,2161.02,10.459,0.987,化工产品,服务贸易,澳大利亚,韩国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-BJ,北京,CN-R-NC,华北,10998.85,9985.37,1013.48,4.249,8.868,化工产品,农产品,印度,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-TJ,天津,CN-R-NC,华北,4717.05,3876.6,840.45,4.079,-0.627,服务贸易,服务贸易,印度,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HE,河北,CN-R-NC,华北,12186.97,10876.63,1310.34,3.764,-0.514,纺织服装,服务贸易,韩国,俄罗斯,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-SX,山西,CN-R-NC,华北,6173.88,5492.21,681.67,11.247,6.321,钢材,农产品,欧盟,欧盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-NM,内蒙古,CN-R-NC,华北,4697.77,3737.16,960.61,8.521,6.861,化工产品,机械设备,巴西,澳大利亚,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-LN,辽宁,CN-R-NE,东北,7751.49,5861.61,1889.88,9.954,0.325,化工产品,机械设备,澳大利亚,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-JL,吉林,CN-R-NE,东北,2948.17,2328.75,619.42,6.795,3.119,高新技术产品,服务贸易,韩国,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HL,黑龙江,CN-R-NE,东北,4208.83,3622.77,586.06,1.917,-0.712,化工产品,原油,欧盟,欧盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-SH,上海,CN-R-EC,华东,11149.69,9056.72,2092.97,9.294,5.367,农产品,天然气,俄罗斯,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-JS,江苏,CN-R-EC,华东,30313.4,23689.17,6624.23,6.763,0.293,机电产品,服务贸易,俄罗斯,俄罗斯,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-ZJ,浙江,CN-R-EC,华东,20975.95,16968.47,4007.48,11.115,5.545,钢材,服务贸易,欧盟,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-AH,安徽,CN-R-EC,华东,11355.5,9815.55,1539.95,10.467,7.696,纺织服装,原油,美国,韩国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-FJ,福建,CN-R-EC,华东,11489.31,9791.62,1697.69,5.8,8.428,化工产品,原油,日本,欧盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-JX,江西,CN-R-EC,华东,7306.69,5618.72,1687.97,5.412,0.042,高新技术产品,集成电路,美国,俄罗斯,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-SD,山东,CN-R-EC,华东,26743.91,22964.33,3779.58,10.751,9.437,农产品,天然气,韩国,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HA,河南,CN-R-CC,华中,15210.59,12437.56,2773.03,4.928,9.599,汽车,服务贸易,美国,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HB,湖北,CN-R-CC,华中,16044.67,13829.58,2215.09,8.296,2.472,服务贸易,机械设备,东盟,欧盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HN,湖南,CN-R-CC,华中,12960.76,11202.52,1758.24,8.16,9.657,机电产品,化工品,俄罗斯,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-GD,广东,CN-R-SC,华南,31537.04,24766.98,6770.06,11.632,7.009,农产品,天然气,中国香港,韩国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-GX,广西,CN-R-SC,华南,6906.7,5730.51,1176.19,8.561,-0.925,农产品,化工品,欧盟,印度,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-HI,海南,CN-R-SC,华南,1889.73,1637.73,252.0,10.163,7.843,服务贸易,天然气,美国,印度,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-CQ,重庆,CN-R-SW,西南,7951.46,6737.85,1213.61,7.281,8.838,钢材,集成电路,韩国,巴西,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-SC,四川,CN-R-SW,西南,16828.49,13055.24,3773.25,7.466,0.383,机电产品,机械设备,美国,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-GZ,贵州,CN-R-SW,西南,6641.23,5799.49,841.74,5.506,-1.238,钢材,农产品,日本,韩国,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-YN,云南,CN-R-SW,西南,6837.01,5507.57,1329.44,2.984,1.411,农产品,天然气,欧盟,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-XZ,西藏,CN-R-SW,西南,822.47,709.34,113.13,3.164,-1.297,钢材,服务贸易,欧盟,欧盟,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-SN,陕西,CN-R-NW,西北,9177.71,8047.38,1130.33,4.728,5.287,汽车,农产品,俄罗斯,澳大利亚,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-GS,甘肃,CN-R-NW,西北,2844.98,2384.96,460.02,4.16,7.442,机电产品,化工品,欧盟,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-QH,青海,CN-R-NW,西北,1227.69,1034.75,192.94,10.435,6.28,农产品,化工品,印度,印度,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-NX,宁夏,CN-R-NW,西北,1761.95,1512.14,249.81,2.247,1.641,服务贸易,原油,俄罗斯,巴西,海关总署,2016-04-10,final
2016-03-01,2016,3,province,CN-XJ,新疆,CN-R-NW,西北,4133.43,4005.51,127.92,4.003,9.08,化工产品,铁矿砂,欧盟,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-GZ-GZ,广州,CN-GD,广东,5724.81,4768.26,956.55,10.522,7.31,服务贸易,天然气,中国香港,印度,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-GD-SZ,深圳,CN-GD,广东,7270.68,5820.07,1450.61,8.495,7.078,服务贸易,机械设备,韩国,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,4352.23,3586.43,765.8,9.9,-0.61,化工产品,天然气,澳大利亚,日本,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-JS-NJ,南京,CN-JS,江苏,4880.17,3852.63,1027.54,6.356,0.787,服务贸易,机械设备,韩国,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-HB-WH,武汉,CN-HB,湖北,3554.93,2835.59,719.34,2.269,6.22,汽车,天然气,俄罗斯,中国香港,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-SC-CD,成都,CN-SC,四川,3710.27,2840.19,870.08,3.659,9.396,钢材,集成电路,中国香港,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-SN-XA,西安,CN-SN,陕西,2154.51,1796.61,357.9,5.322,3.908,钢材,服务贸易,美国,东盟,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-JS-SZ,苏州,CN-JS,江苏,6593.37,5386.21,1207.16,3.416,-0.198,钢材,服务贸易,东盟,印度,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-SD-QD,青岛,CN-SD,山东,4387.88,3360.72,1027.16,6.516,7.321,服务贸易,集成电路,俄罗斯,美国,海关总署,2016-04-10,final
2016-03-01,2016,3,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2911.84,2357.81,554.03,12.416,5.184,纺织服装,原油,欧盟,印度,海关总署,2016-04-10,final
2016-04-01,2016,4,national,CN,中国,,,317754.47,260911.24,56843.23,8.03,4.361,高新技术产品,原油,印度,澳大利亚,海关总署,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NC,华北,CN,中国,36550.45,28348.95,8201.5,1.705,10.528,汽车,天然气,澳大利亚,印度,海关总署,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NE,东北,CN,中国,14699.52,12832.61,1866.91,3.566,0.116,汽车,原油,欧盟,日本,海关总署,2016-05-11,final
2016-04-01,2016,4,region,CN-R-EC,华东,CN,中国,124792.11,103631.27,21160.84,-0.192,2.696,化工产品,天然气,巴西,东盟,海关总署,2016-05-11,final
2016-04-01,2016,4,region,CN-R-CC,华中,CN,中国,42295.59,33473.09,8822.5,-1.642,6.419,纺织服装,机械设备,日本,韩国,海关总署,2016-05-11,final
