ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,home_price_idx,new_home_sales_10k_sqm,existing_home_sales_10k_sqm,housing_starts_10k_sqm,real_estate_investment_100m_cny,mortgage_rate_pct,vacancy_rate_pct,inventory_months,home_price_yoy_pct,source_org,release_date,data_status
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,99.798,22.05,31.17,17.09,20.96,4.274,10.453,13.271,0.492,国家统计局,2016-02-10,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,100.693,250.34,353.82,193.97,237.96,4.06,12.081,15.577,-2.582,国家统计局,2016-02-10,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,99.333,75.55,106.77,58.54,71.82,3.952,14.173,16.408,-1.966,国家统计局,2016-02-10,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,101.696,35.41,50.06,27.44,33.67,3.84,10.137,11.71,0.96,国家统计局,2016-02-10,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,101.237,49.29,69.67,38.19,46.86,3.971,15.048,15.508,-1.342,国家统计局,2016-02-10,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,97.709,124.79,176.37,96.69,118.62,4.053,10.666,11.429,-0.436,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-GZ-GZ,广州,CN-GD,广东,102.95,185.09,261.6,143.41,175.94,4.016,10.605,13.108,0.641,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-GD-SZ,深圳,CN-GD,广东,101.515,210.63,297.69,163.2,200.22,3.909,14.037,12.069,-1.453,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,101.281,126.04,178.14,97.66,119.81,3.884,12.137,12.386,-1.849,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-JS-NJ,南京,CN-JS,江苏,99.524,138.84,196.23,107.57,131.98,3.944,10.314,13.028,-0.443,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-HB-WH,武汉,CN-HB,湖北,99.261,103.11,145.72,79.89,98.01,3.694,10.723,10.914,-2.216,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-SC-CD,成都,CN-SC,四川,103.221,115.45,163.17,89.45,109.74,4.14,16.227,13.507,-1.881,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-SN-XA,西安,CN-SN,陕西,103.479,58.65,82.89,45.44,55.75,4.289,16.041,12.156,-0.036,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-JS-SZ,苏州,CN-JS,江苏,101.069,204.7,289.31,158.6,194.58,3.874,10.029,13.578,-0.149,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-SD-QD,青岛,CN-SD,山东,102.311,132.82,187.72,102.91,126.25,4.309,11.833,14.214,0.192,国家统计局,2016-02-10,final
2016-01-01,2016,1,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,98.704,88.55,125.15,68.61,84.17,3.755,10.884,12.656,0.438,国家统计局,2016-02-10,final
2016-02-01,2016,2,national,CN,中国,,,101.034,10451.07,12836.54,8128.65,9033.93,4.028,15.761,15.182,1.866,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NC,华北,CN,中国,102.213,1255.14,1541.63,976.23,1084.95,3.951,12.257,16.009,-1.207,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NE,东北,CN,中国,101.164,489.84,601.64,380.98,423.41,4.147,10.129,16.581,-1.87,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-EC,华东,CN,中国,100.306,4130.91,5073.8,3212.95,3570.77,4.076,15.603,15.129,1.585,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-CC,华中,CN,中国,98.919,1420.07,1744.2,1104.5,1227.51,4.069,15.373,16.386,-1.349,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SC,华南,CN,中国,100.701,1349.36,1657.36,1049.51,1166.4,4.142,16.204,12.993,0.117,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SW,西南,CN,中国,99.639,1190.71,1462.49,926.11,1029.26,4.018,13.992,16.637,0.736,国家统计局,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NW,西北,CN,中国,101.241,615.03,755.41,478.36,531.64,3.773,11.485,16.464,1.724,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-BJ,北京,CN-R-NC,华北,99.948,395.11,485.3,307.32,341.54,4.053,12.323,17.577,-1.271,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-TJ,天津,CN-R-NC,华北,101.006,150.35,184.67,116.94,129.96,3.907,10.306,11.764,-0.427,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HE,河北,CN-R-NC,华北,100.359,356.3,437.62,277.12,307.99,3.768,14.456,17.623,-0.279,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-SX,山西,CN-R-NC,华北,97.663,214.48,263.43,166.82,185.39,4.335,12.065,12.389,0.015,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-NM,内蒙古,CN-R-NC,华北,98.917,138.9,170.61,108.03,120.07,3.816,14.901,16.593,0.838,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-LN,辽宁,CN-R-NE,东北,102.233,251.15,308.47,195.34,217.09,4.249,10.282,13.312,0.781,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-JL,吉林,CN-R-NE,东北,101.583,102.27,125.61,79.54,88.39,4.36,13.161,14.868,1.187,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HL,黑龙江,CN-R-NE,东北,99.749,136.43,167.56,106.1,117.92,3.802,15.555,13.452,-0.033,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-SH,上海,CN-R-EC,华东,102.192,389.99,479.0,303.33,337.11,4.334,13.63,15.477,-1.139,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-JS,江苏,CN-R-EC,华东,99.157,998.05,1225.87,776.27,862.72,3.984,11.752,16.304,1.377,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-ZJ,浙江,CN-R-EC,华东,97.918,718.12,882.03,558.55,620.74,4.38,13.825,14.907,1.981,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-AH,安徽,CN-R-EC,华东,97.22,371.56,456.37,288.99,321.18,4.057,14.846,14.321,-0.063,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-FJ,福建,CN-R-EC,华东,97.607,432.24,530.9,336.19,373.63,4.004,12.979,17.041,1.308,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-JX,江西,CN-R-EC,华东,99.176,247.8,304.35,192.73,214.19,4.305,13.689,14.238,0.005,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-SD,山东,CN-R-EC,华东,100.347,973.15,1195.27,756.9,841.19,4.115,11.248,12.762,1.527,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HA,河南,CN-R-CC,华中,97.279,537.99,660.79,418.44,465.04,3.772,14.32,12.285,0.376,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HB,湖北,CN-R-CC,华中,98.913,448.83,551.28,349.09,387.97,4.201,15.366,12.855,1.361,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HN,湖南,CN-R-CC,华中,98.554,433.24,532.13,336.97,374.5,3.73,10.773,13.906,-1.098,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-GD,广东,CN-R-SC,华南,101.652,1073.05,1317.98,834.6,927.55,4.272,14.417,13.353,1.077,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-GX,广西,CN-R-SC,华南,100.726,214.51,263.47,166.84,185.42,4.003,15.809,12.353,0.909,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-HI,海南,CN-R-SC,华南,99.686,61.8,75.91,48.07,53.43,3.89,12.417,14.179,-0.651,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-CQ,重庆,CN-R-SW,西南,99.988,247.83,304.41,192.76,214.23,4.147,10.679,16.56,0.11,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-SC,四川,CN-R-SW,西南,99.186,514.75,632.24,400.35,444.95,3.876,14.565,16.562,0.567,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-GZ,贵州,CN-R-SW,西南,97.974,195.21,239.76,151.83,168.74,4.056,13.773,14.603,0.64,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-YN,云南,CN-R-SW,西南,99.832,209.52,257.34,162.96,181.11,4.349,14.198,15.834,-1.87,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-XZ,西藏,CN-R-SW,西南,97.934,23.4,28.74,18.2,20.23,3.694,13.61,14.218,1.981,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-SN,陕西,CN-R-NW,西北,99.491,287.02,352.53,223.24,248.1,3.863,12.916,12.933,1.007,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-GS,甘肃,CN-R-NW,西北,101.163,87.98,108.05,68.42,76.04,3.713,10.574,13.856,0.369,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-QH,青海,CN-R-NW,西北,98.306,42.24,51.87,32.85,36.51,4.257,11.844,13.831,-0.193,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-NX,宁夏,CN-R-NW,西北,97.786,54.71,67.2,42.55,47.3,3.954,12.899,17.068,1.519,国家统计局,2016-03-12,final
2016-02-01,2016,2,province,CN-XJ,新疆,CN-R-NW,西北,102.029,143.09,175.75,111.29,123.69,4.21,14.407,14.071,-0.658,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-GZ-GZ,广州,CN-GD,广东,100.177,199.96,245.61,155.53,172.85,4.276,12.407,12.148,-0.841,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-GD-SZ,深圳,CN-GD,广东,98.653,241.38,296.47,187.74,208.65,3.954,10.714,16.859,-0.541,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,97.266,144.24,177.16,112.18,124.68,3.992,12.942,14.378,0.052,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-JS-NJ,南京,CN-JS,江苏,101.292,155.51,191.0,120.95,134.42,3.913,12.312,12.51,0.74,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-HB-WH,武汉,CN-HB,湖北,100.095,108.55,133.33,84.43,93.83,4.106,11.472,17.166,-0.789,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-SC-CD,成都,CN-SC,四川,97.302,126.09,154.88,98.07,109.0,4.236,15.313,16.277,-1.197,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-SN-XA,西安,CN-SN,陕西,99.072,70.82,86.99,55.09,61.22,4.089,14.913,17.669,-0.69,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-JS-SZ,苏州,CN-JS,江苏,100.313,237.93,292.23,185.06,205.66,3.901,11.452,14.18,1.419,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-SD-QD,青岛,CN-SD,山东,97.871,151.22,185.74,117.62,130.72,3.874,10.865,14.455,-1.824,国家统计局,2016-03-12,final
2016-02-01,2016,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,98.782,97.35,119.57,75.72,84.15,3.996,13.317,15.467,0.164,国家统计局,2016-03-12,final
2016-03-01,2016,3,national,CN,中国,,,99.466,9524.95,12882.68,7032.39,8352.63,3.7,12.288,15.383,0.964,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NC,华北,CN,中国,99.212,1100.2,1488.06,812.3,964.8,3.735,13.352,15.877,-0.899,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NE,东北,CN,中国,98.208,440.75,596.12,325.41,386.5,4.236,10.898,13.401,-0.402,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-EC,华东,CN,中国,97.065,3728.15,5042.39,2752.54,3269.29,4.156,10.637,11.309,-1.76,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-CC,华中,CN,中国,101.891,1329.45,1798.11,981.55,1165.82,4.195,14.079,14.057,-2.051,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SC,华南,CN,中国,100.542,1256.51,1699.44,927.69,1101.85,4.302,10.651,14.413,-0.565,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SW,西南,CN,中国,99.119,1071.19,1448.81,790.88,939.36,3.987,11.116,12.288,1.011,国家统计局,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NW,西北,CN,中国,99.927,598.7,809.75,442.03,525.02,4.026,11.191,14.521,-1.296,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-BJ,北京,CN-R-NC,华北,101.071,335.75,454.11,247.89,294.43,4.131,16.052,13.808,-1.602,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-TJ,天津,CN-R-NC,华北,97.465,127.27,172.14,93.97,111.61,3.805,13.988,11.133,-2.202,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HE,河北,CN-R-NC,华北,97.338,331.77,448.74,244.96,290.94,3.954,13.142,14.775,-1.018,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-SX,山西,CN-R-NC,华北,98.186,177.28,239.77,130.89,155.46,3.964,14.644,16.34,-0.738,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-NM,内蒙古,CN-R-NC,华北,102.735,128.13,173.29,94.59,112.36,4.322,12.253,14.026,-0.329,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-LN,辽宁,CN-R-NE,东北,98.826,232.38,314.29,171.57,203.77,3.92,14.442,12.483,-0.676,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-JL,吉林,CN-R-NE,东北,101.921,86.18,116.57,63.63,75.58,3.721,15.638,12.879,0.478,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HL,黑龙江,CN-R-NE,东北,98.94,122.19,165.26,90.21,107.15,3.868,15.492,14.571,1.318,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-SH,上海,CN-R-EC,华东,98.627,355.33,480.59,262.34,311.59,3.844,10.664,11.465,-2.596,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-JS,江苏,CN-R-EC,华东,101.258,931.65,1260.07,687.85,816.99,3.866,14.106,16.6,-0.076,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-ZJ,浙江,CN-R-EC,华东,97.855,635.51,859.54,469.21,557.29,3.9,15.22,11.26,-0.098,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-AH,安徽,CN-R-EC,华东,100.904,338.55,457.89,249.96,296.87,3.903,12.703,12.379,0.699,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-FJ,福建,CN-R-EC,华东,102.007,386.68,522.99,285.49,339.08,3.745,13.782,16.456,0.328,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-JX,江西,CN-R-EC,华东,97.882,239.95,324.54,177.16,210.42,4.029,11.432,12.924,1.236,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-SD,山东,CN-R-EC,华东,98.993,840.48,1136.77,620.54,737.04,4.073,13.267,15.802,-0.663,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HA,河南,CN-R-CC,华中,100.331,495.01,669.51,365.47,434.09,4.338,16.086,16.335,-1.687,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HB,湖北,CN-R-CC,华中,102.693,433.15,585.84,319.8,379.83,3.987,14.681,10.93,-1.915,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HN,湖南,CN-R-CC,华中,100.632,401.29,542.76,296.28,351.9,4.129,11.21,14.368,0.329,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-GD,广东,CN-R-SC,华南,99.215,1004.01,1357.94,741.28,880.43,4.233,11.818,15.206,0.174,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-GX,广西,CN-R-SC,华南,100.985,197.26,266.78,145.63,172.97,3.972,11.911,16.3,-0.511,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-HI,海南,CN-R-SC,华南,100.794,55.24,74.72,40.78,48.44,4.241,10.997,14.156,0.265,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-CQ,重庆,CN-R-SW,西南,99.017,204.09,276.04,150.68,178.97,4.006,15.751,15.484,-1.537,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-SC,四川,CN-R-SW,西南,100.651,473.91,640.98,349.9,415.59,3.811,15.464,16.341,0.249,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-GZ,贵州,CN-R-SW,西南,99.072,174.35,235.8,128.73,152.89,4.25,13.848,16.774,-2.154,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-YN,云南,CN-R-SW,西南,98.197,197.31,266.87,145.67,173.03,4.261,16.437,15.134,-0.681,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-XZ,西藏,CN-R-SW,西南,101.806,21.53,29.11,15.89,18.88,4.137,10.961,14.298,-1.01,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-SN,陕西,CN-R-NW,西北,97.646,292.93,396.2,216.28,256.88,3.915,12.827,14.242,-0.264,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-GS,甘肃,CN-R-NW,西北,102.393,83.68,113.18,61.78,73.39,4.313,16.156,14.874,-0.356,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-QH,青海,CN-R-NW,西北,100.327,37.11,50.19,27.4,32.54,3.888,13.128,13.69,-0.522,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-NX,宁夏,CN-R-NW,西北,100.789,54.32,73.46,40.1,47.62,4.1,12.762,13.364,1.149,国家统计局,2016-04-10,final
2016-03-01,2016,3,province,CN-XJ,新疆,CN-R-NW,西北,100.397,130.67,176.73,96.47,114.59,3.878,12.582,14.945,1.026,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-GZ-GZ,广州,CN-GD,广东,101.111,184.25,249.21,136.04,161.58,4.253,14.504,14.24,-0.043,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-GD-SZ,深圳,CN-GD,广东,102.161,225.25,304.66,166.31,197.53,4.326,10.998,13.162,1.009,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,101.412,141.33,191.15,104.34,123.93,4.328,14.437,11.493,0.675,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-JS-NJ,南京,CN-JS,江苏,101.395,138.25,186.99,102.07,121.24,4.304,11.653,11.258,1.174,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-HB-WH,武汉,CN-HB,湖北,98.813,99.2,134.17,73.24,86.99,4.175,11.541,14.009,0.186,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-SC-CD,成都,CN-SC,四川,97.645,119.34,161.4,88.11,104.65,4.379,10.362,14.663,-0.254,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-SN-XA,西安,CN-SN,陕西,101.628,58.59,79.24,43.26,51.38,4.125,10.923,15.404,-0.459,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-JS-SZ,苏州,CN-JS,江苏,99.848,216.0,292.15,159.48,189.42,4.038,11.82,15.413,-0.664,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-SD-QD,青岛,CN-SD,山东,102.818,144.03,194.8,106.34,126.3,3.778,12.271,13.566,-1.612,国家统计局,2016-04-10,final
2016-03-01,2016,3,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,97.405,95.35,128.97,70.4,83.62,3.832,12.46,11.542,0.684,国家统计局,2016-04-10,final
2016-04-01,2016,4,national,CN,中国,,,99.617,9739.24,12853.82,7475.61,9357.56,4.277,10.65,13.838,1.524,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NC,华北,CN,中国,101.357,1151.39,1519.61,883.79,1106.28,3.916,12.454,16.819,0.449,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NE,东北,CN,中国,98.147,431.84,569.94,331.47,414.91,3.977,14.809,14.451,1.036,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-EC,华东,CN,中国,100.111,3908.36,5158.25,2999.97,3755.2,4.191,10.651,15.413,-0.845,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-CC,华中,CN,中国,101.436,1323.21,1746.37,1015.66,1271.35,4.232,11.815,14.979,1.566,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-SC,华南,CN,中国,97.471,1251.41,1651.61,960.55,1202.37,4.26,15.569,14.036,0.527,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-SW,西南,CN,中国,100.797,1075.54,1419.5,825.56,1033.39,4.341,12.593,14.383,-0.875,国家统计局,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NW,西北,CN,中国,99.686,597.49,788.55,458.62,574.07,4.461,13.987,14.678,0.847,国家统计局,2016-05-11,final
2016-04-01,2016,4,province,CN-BJ,北京,CN-R-NC,华北,101.533,357.83,472.26,274.66,343.8,4.381,12.36,14.553,-1.677,国家统计局,2016-05-11,final
2016-04-01,2016,4,province,CN-TJ,天津,CN-R-NC,华北,98.637,134.98,178.15,103.61,129.69,4.31,11.484,12.537,0.111,国家统计局,2016-05-11,final
2016-04-01,2016,4,province,CN-HE,河北,CN-R-NC,华北,98.62,336.23,443.76,258.08,323.05,4.306,13.64,12.935,-1.236,国家统计局,2016-05-11,final
