ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,m0_100m_cny,m1_100m_cny,m2_100m_cny,m0_yoy_pct,m1_yoy_pct,m2_yoy_pct,social_financing_flow_100m_cny,loan_balance_100m_cny,reserve_ratio_pct,source_org,release_date,data_status
2016-01-01,2016,1,province,CN-SD,山东,CN-R-EC,华东,10726.4,63153.49,261715.08,6.829,2.468,9.263,3507.28,225513.73,7.542,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-HA,河南,CN-R-CC,华中,5782.14,34043.32,141079.28,5.53,4.209,7.936,1474.38,121564.7,7.563,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-HB,湖北,CN-R-CC,华中,5402.44,31807.78,131814.98,6.685,3.988,8.173,1330.22,113581.87,7.52,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-HN,湖南,CN-R-CC,华中,4480.79,26381.38,109327.37,6.861,3.416,8.803,1217.34,94204.82,7.359,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-GD,广东,CN-R-SC,华南,12477.17,73461.4,304432.2,6.817,2.889,9.425,3023.96,262322.06,7.524,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,2473.81,14564.97,60358.85,5.339,2.569,8.084,572.28,52009.8,7.584,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,713.26,4199.41,17402.79,6.034,2.733,8.954,148.66,14995.59,7.416,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,2660.26,15662.69,64907.93,5.235,3.049,8.884,701.01,55929.63,7.485,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,5841.21,34391.11,142520.59,6.916,3.027,8.778,1403.93,122806.64,7.448,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,2252.86,13264.06,54967.75,6.96,4.127,9.348,606.02,47364.41,7.522,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,2333.42,13738.44,56933.61,5.734,2.522,8.589,523.81,49058.36,7.496,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,260.77,1535.34,6362.61,6.091,2.876,9.349,61.54,5482.5,7.364,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,3271.97,19264.22,79833.08,6.831,2.447,8.592,942.98,68790.29,7.629,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,995.31,5860.08,24284.8,5.617,3.13,9.076,318.11,20925.64,7.385,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,439.3,2586.44,10718.5,6.588,2.945,8.316,129.52,9235.88,7.384,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,621.86,3661.3,15172.83,6.681,2.645,8.909,199.12,13074.07,7.457,中国人民银行,2016-02-10,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,1521.03,8955.29,37111.69,6.76,3.818,8.503,560.56,31978.28,7.426,中国人民银行,2016-02-10,final
2016-02-01,2016,2,national,CN,中国,,,118878.84,692668.96,2876446.62,6.161,1.83,9.707,36902.15,2476946.88,7.421,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NC,华北,CN,中国,14049.79,81863.6,339955.01,6.294,1.889,8.634,3816.16,292739.83,7.42,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NE,东北,CN,中国,5677.71,33082.17,137380.35,4.88,1.51,8.889,1987.88,118300.07,7.315,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-EC,华东,CN,中国,47110.06,274495.26,1139896.56,4.817,2.234,9.304,13894.84,981580.27,7.258,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-CC,华中,CN,中国,15571.22,90728.53,376768.39,6.05,2.016,9.745,4586.34,324440.32,7.505,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SC,华南,CN,中国,16052.11,93530.53,388404.26,5.909,2.324,9.286,5330.78,334460.14,7.384,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-SW,西南,CN,中国,13530.87,78840.06,327399.12,5.188,2.778,9.313,4858.49,281927.79,7.282,中国人民银行,2016-03-12,final
2016-02-01,2016,2,region,CN-R-NW,西北,CN,中国,6887.08,40128.81,166642.92,5.476,3.012,9.251,2427.65,143498.46,7.286,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-BJ,北京,CN-R-NC,华北,4182.59,24370.62,101203.88,4.747,2.73,9.2,1160.82,87148.02,7.488,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-TJ,天津,CN-R-NC,华北,1689.84,9846.14,40888.07,5.514,3.095,9.674,439.08,35209.27,7.31,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HE,河北,CN-R-NC,华北,4186.05,24390.73,101287.37,5.524,3.073,8.515,1241.91,87219.92,7.519,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-SX,山西,CN-R-NC,华北,2369.32,13805.27,57329.15,5.217,2.035,9.287,588.27,49366.9,7.326,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-NM,内蒙古,CN-R-NC,华北,1621.99,9450.85,39246.54,4.754,2.038,8.734,386.08,33795.72,7.307,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-LN,辽宁,CN-R-NE,东北,2919.61,17011.61,70644.11,6.05,1.702,9.564,1088.53,60832.6,7.27,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-JL,吉林,CN-R-NE,东北,1109.43,6464.29,26844.26,5.313,2.382,8.762,360.33,23115.96,7.419,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HL,黑龙江,CN-R-NE,东北,1648.67,9606.27,39891.97,5.737,3.164,9.51,539.02,34351.51,7.291,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-SH,上海,CN-R-EC,华东,4296.97,25037.08,103971.5,6.579,2.501,8.655,1472.51,89531.25,7.4,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-JS,江苏,CN-R-EC,华东,11773.95,68603.08,284888.05,6.371,1.801,9.264,3057.09,245320.93,7.34,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-ZJ,浙江,CN-R-EC,华东,8218.21,47884.88,198851.53,4.727,2.476,8.797,2310.3,171233.72,7.447,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-AH,安徽,CN-R-EC,华东,4452.0,25940.35,107722.53,5.202,3.053,8.888,1361.95,92761.32,7.485,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-FJ,福建,CN-R-EC,华东,4703.0,27402.87,113795.88,4.885,2.31,9.108,1538.1,97991.16,7.367,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-JX,江西,CN-R-EC,华东,2981.69,17373.36,72146.36,6.029,1.415,9.345,919.91,62126.21,7.534,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-SD,山东,CN-R-EC,华东,10684.24,62253.64,258520.72,5.845,2.574,9.668,3234.98,222615.67,7.533,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HA,河南,CN-R-CC,华中,5699.66,33210.1,137911.58,5.531,2.879,9.093,1761.77,118757.52,7.267,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HB,湖北,CN-R-CC,华中,5235.32,30504.53,126676.18,6.559,1.905,8.817,1378.07,109082.56,7.294,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HN,湖南,CN-R-CC,华中,4636.24,27013.9,112180.62,4.763,1.585,9.655,1446.5,96600.24,7.51,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-GD,广东,CN-R-SC,华南,12824.08,74721.82,310297.31,5.576,1.475,9.307,4381.06,267201.19,7.448,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-GX,广西,CN-R-SC,华南,2488.18,14497.83,60205.14,5.568,1.32,9.667,727.45,51843.46,7.293,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-HI,海南,CN-R-SC,华南,739.85,4310.88,17901.82,5.571,2.555,9.546,222.27,15415.5,7.312,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-CQ,重庆,CN-R-SW,西南,2682.53,15630.22,64907.62,6.111,3.101,8.491,1053.8,55892.83,7.369,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-SC,四川,CN-R-SW,西南,5818.64,33903.3,140790.23,6.153,1.368,9.163,2179.31,121236.35,7.502,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-GZ,贵州,CN-R-SW,西南,2282.41,13298.9,55226.33,4.942,2.676,9.916,698.24,47556.14,7.498,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-YN,云南,CN-R-SW,西南,2471.06,14398.11,59791.03,5.17,2.569,8.573,827.69,51486.87,7.376,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-XZ,西藏,CN-R-SW,西南,276.23,1609.53,6683.9,5.619,3.125,9.87,99.45,5755.6,7.467,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-SN,陕西,CN-R-NW,西北,3294.34,19195.07,79711.37,5.758,1.212,9.14,1136.31,68640.54,7.379,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-GS,甘肃,CN-R-NW,西北,995.83,5802.42,24095.7,5.602,2.165,8.353,324.46,20749.14,7.39,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-QH,青海,CN-R-NW,西北,455.29,2652.79,11016.25,5.723,1.403,8.804,168.14,9486.23,7.397,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-NX,宁夏,CN-R-NW,西北,621.78,3622.94,15044.97,6.087,1.789,8.828,232.55,12955.42,7.346,中国人民银行,2016-03-12,final
2016-02-01,2016,2,province,CN-XJ,新疆,CN-R-NW,西北,1519.84,8855.6,36774.63,5.946,1.991,8.587,566.18,31667.13,7.539,中国人民银行,2016-03-12,final
2016-03-01,2016,3,national,CN,中国,,,120245.75,689625.16,2874409.94,6.724,1.479,9.192,36714.33,2494410.52,7.331,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NC,华北,CN,中国,14492.49,83116.33,346435.17,5.834,1.295,8.073,4674.76,300636.16,7.444,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NE,东北,CN,中国,5643.99,32369.01,134916.48,7.052,1.91,8.941,1874.97,117080.41,7.399,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-EC,华东,CN,中国,47525.63,272565.73,1136074.62,7.069,1.399,8.234,14970.29,985884.59,7.486,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-CC,华中,CN,中国,15988.9,91698.46,382206.12,6.353,2.106,8.714,4118.13,331678.14,7.422,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SC,华南,CN,中国,15643.83,89719.43,373957.39,5.51,2.016,9.346,4586.74,324519.91,7.469,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-SW,西南,CN,中国,13844.21,79398.41,330938.62,7.106,2.171,7.944,4213.86,287188.25,7.385,中国人民银行,2016-04-10,final
2016-03-01,2016,3,region,CN-R-NW,西北,CN,中国,7106.69,40757.79,169881.55,5.588,1.398,8.655,2275.59,147423.06,7.517,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-BJ,北京,CN-R-NC,华北,4359.5,25002.28,104211.44,6.267,2.901,9.165,1349.33,90434.6,7.56,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-TJ,天津,CN-R-NC,华北,1672.23,9590.47,39973.78,6.78,2.016,8.555,531.69,34689.21,7.589,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HE,河北,CN-R-NC,华北,4367.62,25048.87,104405.59,5.667,2.584,8.787,1536.89,90603.08,7.604,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-SX,山西,CN-R-NC,华北,2399.26,13760.04,57352.88,6.315,1.182,8.594,677.17,49770.78,7.572,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-NM,内蒙古,CN-R-NC,华北,1693.89,9714.67,40491.49,6.238,1.212,7.943,579.68,35138.48,7.609,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-LN,辽宁,CN-R-NE,东北,2907.14,16672.81,69493.56,6.308,1.344,7.808,1032.79,60306.46,7.539,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-JL,吉林,CN-R-NE,东北,1128.16,6470.15,26968.08,6.337,1.953,8.321,330.74,23402.88,7.366,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HL,黑龙江,CN-R-NE,东北,1608.69,9226.04,38454.84,6.6,1.78,9.174,511.45,33371.07,7.53,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-SH,上海,CN-R-EC,华东,4445.43,25495.09,106265.46,7.376,2.349,8.308,1444.01,92217.08,7.511,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-JS,江苏,CN-R-EC,华东,11862.97,68035.68,283577.86,6.651,2.906,8.225,3907.92,246088.62,7.51,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-ZJ,浙江,CN-R-EC,华东,8029.93,46052.68,191951.05,6.849,1.17,8.904,2692.52,166574.96,7.447,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-AH,安徽,CN-R-EC,华东,4641.68,26620.63,110956.84,6.82,2.661,8.553,1169.85,96288.25,7.563,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-FJ,福建,CN-R-EC,华东,4864.1,27896.29,116273.86,6.157,1.43,8.519,1499.46,100902.36,7.523,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-JX,江西,CN-R-EC,华东,3089.44,17718.32,73851.3,6.988,2.632,8.582,822.56,64088.09,7.47,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-SD,山东,CN-R-EC,华东,10592.09,60747.04,253198.26,7.396,2.692,8.636,3433.98,219725.23,7.514,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HA,河南,CN-R-CC,华中,5799.69,33262.02,138638.61,6.083,2.35,8.58,1561.08,120310.47,7.38,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HB,湖北,CN-R-CC,华中,5473.54,31391.48,130842.06,6.539,2.783,8.203,1421.89,113544.63,7.464,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HN,湖南,CN-R-CC,华中,4715.66,27044.96,112725.45,7.393,2.334,7.917,1135.16,97823.04,7.508,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-GD,广东,CN-R-SC,华南,12461.21,71466.69,297878.58,6.459,1.932,7.944,3687.2,258498.79,7.474,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-GX,广西,CN-R-SC,华南,2445.63,14026.0,58461.44,5.483,1.351,9.159,674.3,50732.79,7.373,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-HI,海南,CN-R-SC,华南,736.99,4226.74,17617.36,6.472,1.7,9.334,225.24,15288.33,7.571,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-CQ,重庆,CN-R-SW,西南,2802.82,16074.56,66999.97,5.614,2.402,9.316,944.53,58142.52,7.374,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-SC,四川,CN-R-SW,西南,6071.65,34821.73,145139.61,6.818,2.763,8.839,1779.08,125952.03,7.432,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-GZ,贵州,CN-R-SW,西南,2231.85,12799.95,53351.18,7.169,2.313,8.592,734.34,46298.11,7.606,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-YN,云南,CN-R-SW,西南,2460.6,14111.86,58819.28,6.301,2.338,7.895,676.91,51043.31,7.561,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-XZ,西藏,CN-R-SW,西南,277.29,1590.32,6628.58,6.805,1.395,8.99,78.99,5752.28,7.555,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-SN,陕西,CN-R-NW,西北,3337.23,19139.45,79774.67,6.42,2.814,8.01,1081.31,69228.39,7.555,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-GS,甘肃,CN-R-NW,西北,1022.51,5864.2,24442.43,5.904,1.982,9.057,332.37,21211.12,7.592,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-QH,青海,CN-R-NW,西北,464.75,2665.41,11109.65,6.774,1.893,8.388,160.06,9640.94,7.445,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-NX,宁夏,CN-R-NW,西北,664.1,3808.72,15875.04,7.079,2.075,9.264,219.52,13776.34,7.582,中国人民银行,2016-04-10,final
2016-03-01,2016,3,province,CN-XJ,新疆,CN-R-NW,西北,1618.1,9280.0,38679.76,7.245,2.652,8.236,482.33,33566.26,7.336,中国人民银行,2016-04-10,final
2016-04-01,2016,4,national,CN,中国,,,121124.31,693115.67,2906125.05,6.99,3.276,8.566,38178.79,2515205.62,7.476,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NC,华北,CN,中国,14566.1,83352.3,349483.11,6.125,3.065,9.779,3836.59,302472.15,7.537,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NE,东北,CN,中国,5704.81,32644.93,136875.07,5.81,4.042,9.304,1733.25,118463.22,7.424,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-EC,华东,CN,中国,47424.11,271377.34,1137842.53,5.88,3.59,9.565,15774.52,984784.84,7.527,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-CC,华中,CN,中国,16003.48,91577.54,383970.23,5.809,3.005,8.975,5162.36,332320.21,7.423,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-SC,华南,CN,中国,16230.27,92875.26,389411.34,7.484,3.879,9.357,5346.6,337029.4,7.379,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-SW,西南,CN,中国,13829.89,79139.43,331819.16,6.446,3.563,8.785,4031.25,287184.28,7.356,中国人民银行,2016-05-11,final
2016-04-01,2016,4,region,CN-R-NW,西北,CN,中国,7365.66,42148.87,176723.61,7.079,2.923,9.653,2294.23,152951.52,7.61,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-BJ,北京,CN-R-NC,华北,4318.04,24709.32,103602.27,6.66,2.508,8.969,1142.32,89666.14,7.635,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-TJ,天津,CN-R-NC,华北,1668.21,9546.1,40025.29,7.572,3.888,9.708,440.15,34641.26,7.492,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HE,河北,CN-R-NC,华北,4393.62,25141.8,105415.64,6.315,3.828,9.114,1157.81,91235.58,7.601,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-SX,山西,CN-R-NC,华北,2477.93,14179.57,59452.72,7.48,2.321,8.495,646.22,51455.39,7.609,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-NM,内蒙古,CN-R-NC,华北,1708.31,9775.51,40987.19,6.14,2.632,9.174,450.09,35473.77,7.422,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-LN,辽宁,CN-R-NE,东北,2928.4,16757.32,70260.83,7.546,2.843,8.53,913.04,60809.64,7.393,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-JL,吉林,CN-R-NE,东北,1136.45,6503.16,27266.7,6.593,2.883,9.597,306.07,23598.9,7.406,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HL,黑龙江,CN-R-NE,东北,1639.96,9384.45,39347.54,7.672,2.599,9.039,514.14,34054.67,7.447,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-SH,上海,CN-R-EC,华东,4314.67,24690.03,103521.42,7.253,3.51,9.52,1498.29,89596.17,7.624,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-JS,江苏,CN-R-EC,华东,11733.98,67145.93,281532.35,6.433,2.89,8.257,3841.36,243661.82,7.592,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-ZJ,浙江,CN-R-EC,华东,8268.67,47316.22,198389.46,6.961,3.433,8.673,2735.03,171702.96,7.513,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-AH,安徽,CN-R-EC,华东,4531.2,25929.09,108716.62,7.07,3.242,9.271,1399.6,94092.53,7.585,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-FJ,福建,CN-R-EC,华东,4822.91,27598.37,115715.61,7.009,3.129,8.253,1554.02,100150.04,7.499,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-JX,江西,CN-R-EC,华东,3039.11,17390.89,72917.24,7.679,2.748,8.543,984.29,63108.72,7.531,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-SD,山东,CN-R-EC,华东,10713.57,61306.81,257049.83,6.843,3.879,9.769,3761.93,222472.6,7.453,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HA,河南,CN-R-CC,华中,5812.58,33261.62,139460.74,5.994,2.634,9.424,1940.97,120701.09,7.605,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HB,湖北,CN-R-CC,华中,5430.44,31074.87,130292.05,5.948,2.8,8.643,1718.37,112765.73,7.397,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HN,湖南,CN-R-CC,华中,4760.46,27241.05,114217.43,6.198,3.802,9.015,1503.03,98853.4,7.494,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-GD,广东,CN-R-SC,华南,12834.93,73445.9,307947.08,6.277,2.626,9.423,4178.0,266523.36,7.559,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-GX,广西,CN-R-SC,华南,2616.9,14974.79,62786.97,6.602,2.382,8.69,866.1,54341.14,7.523,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-HI,海南,CN-R-SC,华南,778.45,4454.57,18677.28,5.948,2.356,9.074,302.5,16164.9,7.373,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-CQ,重庆,CN-R-SW,西南,2710.96,15513.08,65043.89,6.133,3.879,8.315,792.52,56294.48,7.535,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-SC,四川,CN-R-SW,西南,6120.67,35024.6,146852.66,6.255,2.72,8.907,1795.66,127098.67,7.437,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-GZ,贵州,CN-R-SW,西南,2257.87,12920.3,54172.77,5.986,2.326,9.796,685.94,46885.67,7.476,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-YN,云南,CN-R-SW,西南,2458.13,14066.29,58977.74,5.783,2.138,8.361,677.78,51044.31,7.629,中国人民银行,2016-05-11,final
2016-04-01,2016,4,province,CN-XZ,西藏,CN-R-SW,西南,282.26,1615.16,6772.1,7.35,2.385,8.705,79.34,5861.15,7.58,中国人民银行,2016-05-11,final
